card_id,study_id,study_type,title,year,doi_or_link,design,n,follow_up_years,effect_measure,effect_value,ci_lower,ci_upper,funding,risk_of_bias_tool,risk_of_bias_overall,source_api,notes,oa_pdf
card_stemless_any_5yr,doi:10.5435/JAAOS-D-23-01134,primary_study,Convertible Humeral and Glenoid Components for Anatomic Shoulder Arthroplasty.,2025,https://doi.org/10.5435/JAAOS-D-23-01134,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jse.2024.12.024,primary_study,Ceramic humeral heads in shoulder arthroplasty: a systematic review.,2025,https://doi.org/10.1016/j.jse.2024.12.024,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1007/s12178-024-09931-w,primary_study,Humeral Stem Design in Reverse Total Shoulder Arthroplasty.,2024,https://doi.org/10.1007/s12178-024-09931-w,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/11652425
card_stemless_any_5yr,doi:10.1177/17585732231168391,primary_study,Stress shielding of the proximal humerus in stemless anatomic total shoulder arthroplasty.,2024,https://doi.org/10.1177/17585732231168391,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jse.2024.07.032,primary_study,Stemless anatomic and reverse shoulder arthroplasty in patients under 55 years of age with primary glenohumeral osteoarthritis: an analysis of the Australian Orthopedic Association National Joint Replacement Registry at 5 years.,2025,https://doi.org/10.1016/j.jse.2024.07.032,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jse.2024.07.032
card_stemless_any_5yr,doi:10.1016/j.jseint.2024.04.005,primary_study,"Two-year follow-up of the SMR stemless platform shoulder system: a multicenter, prospective clinical study.",2024,https://doi.org/10.1016/j.jseint.2024.04.005,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jseint.2024.04.005
card_stemless_any_5yr,doi:10.2340/17453674.2024.41014,primary_study,High revision rate of metal-backed glenoid component and impact on the overall revision rate of stemless total shoulder arthroplasty: a cohort study from the Danish Shoulder Arthroplasty Registry.,2024,https://doi.org/10.2340/17453674.2024.41014,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.2340/17453674.2024.41014
card_stemless_any_5yr,doi:10.3390/jcm13133813,primary_study,"Evolution of Stemless Reverse Shoulder Arthroplasty: Current Indications, Outcomes, and Future Prospects.",2024,https://doi.org/10.3390/jcm13133813,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.3390/jcm13133813
card_stemless_any_5yr,doi:10.1016/j.jse.2024.05.017,primary_study,Complications and revisions in metal-backed anatomic total shoulder arthroplasty: a comparative study of revision rates between stemless and stemmed humeral components.,2025,https://doi.org/10.1016/j.jse.2024.05.017,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jse.2024.04.012,primary_study,Clinical results and computed tomography analysis of intuitive shoulder arthroplasty (ISA) stemless at a minimum follow-up of 2 years.,2025,https://doi.org/10.1016/j.jse.2024.04.012,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jse.2024.04.012
card_stemless_any_5yr,doi:10.1016/j.jse.2024.03.022,primary_study,Comparable low revision rates of stemmed and stemless total anatomic shoulder arthroplasties after exclusion of metal-backed glenoid components: a collaboration between the Australian and Danish national shoulder arthroplasty registries.,2024,https://doi.org/10.1016/j.jse.2024.03.022,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jse.2024.03.022
card_stemless_any_5yr,doi:10.1016/j.eats.2023.07.009,primary_study,"Custom, 3-Dimensional Patient-Specific Instrumentation in Anatomic Total Shoulder Arthroplasty: Part 3-Prosthesis Placement, Subscapularis Repair, and Postoperative Rehabilitation.",2023,https://doi.org/10.1016/j.eats.2023.07.009,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.arthroscopytechniques.org/article/S2212628723001998/pdf
card_stemless_any_5yr,doi:10.5435/JAAOS-D-23-00075,primary_study,Stemless Reverse Shoulder Arthroplasty.,2024,https://doi.org/10.5435/JAAOS-D-23-00075,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.xrrt.2022.08.001,primary_study,Stemless anatomic total shoulder arthroplasty: surgical technique and review of the literature.,2022,https://doi.org/10.1016/j.xrrt.2022.08.001,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.xrrt.2022.08.001
card_stemless_any_5yr,doi:10.1016/j.jisako.2023.05.001,primary_study,Anatomic glenohumeral arthroplasty: State of the art.,2023,https://doi.org/10.1016/j.jisako.2023.05.001,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.jisakos.com/article/S2059775423004753/pdf
card_stemless_any_5yr,doi:10.1016/j.jisako.2023.04.002,primary_study,Outcomes and survivorship of anatomic total shoulder arthroplasty: current concepts.,2023,https://doi.org/10.1016/j.jisako.2023.04.002,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,http://www.jisakos.com/article/S2059775423004686/pdf
card_stemless_any_5yr,doi:10.1177/24715492231163055,primary_study,Mid-Term to Long-Term Follow-Up of Stemless Anatomic Total Shoulder Arthroplasty.,2023,https://doi.org/10.1177/24715492231163055,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1177/24715492231163055
card_stemless_any_5yr,doi:10.1016/j.jseint.2022.12.020,primary_study,Short-term radiographic analysis of a stemless humeral component for anatomic total shoulder arthroplasty.,2023,https://doi.org/10.1016/j.jseint.2022.12.020,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jseint.2022.12.020
card_stemless_any_5yr,doi:10.1177/17585732211048120,primary_study,Encouraging outcomes of stemless ceramic head anatomic shoulder arthroplasty in severe primary osteoarthritis (Walch type B glenoids).,2023,https://doi.org/10.1177/17585732211048120,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/9990115
card_stemless_any_5yr,doi:10.1016/j.jse.2022.10.029,primary_study,"Medium-term results of stemless, short, and conventional stem humeral components in anatomic total shoulder arthroplasty: a New Zealand Joint Registry study.",2023,https://doi.org/10.1016/j.jse.2022.10.029,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.5435/JAAOSGlobal-D-22-00077,primary_study,Outcomes Between Stemmed and Stemless Total Shoulder Arthroplasty: A Systematic Review and Meta-analysis of Randomized Controlled Trials.,2022,https://doi.org/10.5435/JAAOSGlobal-D-22-00077,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.5435/jaaosglobal-d-22-00077
card_stemless_any_5yr,doi:10.22038/ABJS.2021.53555.2664,primary_study,Short Stems and Stemless Shoulder Arthroplasty: Current Concepts Review.,2022,https://doi.org/10.22038/ABJS.2021.53555.2664,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jseint.2022.05.013,primary_study,Short-term survival and patient-reported outcome of total stemless shoulder arthroplasty for osteoarthritis are similar to that of stemmed total shoulder arthroplasty: a study from the Danish Shoulder Arthroplasty Registry.,2022,https://doi.org/10.1016/j.jseint.2022.05.013,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jseint.2022.05.013
card_stemless_any_5yr,doi:10.1016/j.jse.2022.07.016,primary_study,Stemless total shoulder arthroplasty using a novel multiplanar osteotomy and elliptical humeral head results in both improved early range of motion and radiographic center of rotation compared with standard total shoulder arthroplasty.,2023,https://doi.org/10.1016/j.jse.2022.07.016,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jse.2022.07.016
card_stemless_any_5yr,doi:10.52965/001c.37042,primary_study,Short-term results of a new anatomic stemless shoulder arthroplasty - A prospective multicentre study.,2022,https://doi.org/10.52965/001c.37042,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://orthopedicreviews.openmedicalpublishing.org/article/37042.pdf
card_stemless_any_5yr,doi:10.1007/s00402-022-04493-3,primary_study,Proximal humeral bone loss in stemless shoulder arthroplasty: potential factors influencing bone loss and a new classification system.,2023,https://doi.org/10.1007/s00402-022-04493-3,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.3390/jcm11102799,primary_study,Innovations in Shoulder Arthroplasty.,2022,https://doi.org/10.3390/jcm11102799,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.mdpi.com/2077-0383/11/10/2799/pdf?version=1652706903
card_stemless_any_5yr,url:https://pubmed.ncbi.nlm.nih.gov/35254795/,primary_study,Stemless Shoulder Arthroplasty.,2022,https://pubmed.ncbi.nlm.nih.gov/35254795/,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1016/j.jseint.2021.09.008,primary_study,Sex-related differences in stemless total shoulder arthroplasty.,2022,https://doi.org/10.1016/j.jseint.2021.09.008,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://doi.org/10.1016/j.jseint.2021.09.008
card_stemless_any_5yr,doi:10.1302/0301-620X.104B1.BJJ-2021-0869.R2,primary_study,Mid-term results of Eclipse total shoulder arthroplasty.,2022,https://doi.org/10.1302/0301-620X.104B1.BJJ-2021-0869.R2,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1302/0301-620X.104B1.BJJ-2021-0945.R1,primary_study,Early fixation of the humeral component in stemless total shoulder arthroplasty : a radiostereometric and clinical study with 24-month follow-up.,2022,https://doi.org/10.1302/0301-620X.104B1.BJJ-2021-0945.R1,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,
card_stemless_any_5yr,doi:10.1177/17585732211013356,primary_study,Stemless reverse total shoulder arthroplasty: a systematic review of short- and mid-term results.,2021,https://doi.org/10.1177/17585732211013356,primary_study,,,,,,,,,,PubMed/OpenAlex/Crossref/Unpaywall,Candidate RCT/cohort; classify later (RoB 2 / ROBINS-I).,https://www.ncbi.nlm.nih.gov/pmc/articles/8512978
